userid,probability
55707,0.6780418753623962
55708,0.43003496527671814
55709,0.7039481997489929
55710,0.6035372614860535
55711,0.6677078604698181
55712,0.2953348159790039
55713,0.708045244216919
55714,0.256122887134552
55715,0.17811760306358337
55716,0.37264782190322876
55717,0.3763805031776428
55718,0.29874879121780396
55719,0.6649718284606934
55720,0.26152870059013367
55721,0.3806644082069397
55722,0.5281716585159302
55723,0.6888176202774048
55724,0.5730631947517395
55725,0.46822404861450195
55726,0.5766187310218811
55727,0.7365686893463135
55728,0.5609055757522583
55729,0.41142138838768005
55730,0.3187033534049988
55731,0.2947520613670349
55732,0.282262921333313
55733,0.3908501863479614
55734,0.5512173771858215
55735,0.5218682289123535
55736,0.657985508441925
55737,0.585067868232727
55738,0.5718414783477783
55739,0.5354427695274353
55740,0.6414312124252319
55741,0.6925250291824341
55742,0.35911276936531067
55743,0.34381479024887085
55744,0.399367094039917
55745,0.5177968144416809
55746,0.4430636167526245
55747,0.290483683347702
55748,0.6397521495819092
55749,0.662510335445404
55750,0.3152516484260559
55751,0.589659571647644
55752,0.7977511286735535
55753,0.6294584274291992
55754,0.5598900318145752
55755,0.2510424852371216
55756,0.4434812664985657
55757,0.43011724948883057
55758,0.4790413975715637
55759,0.3616371750831604
55760,0.4835255742073059
55761,0.6081780791282654
55762,0.28421419858932495
55763,0.7011187076568604
55764,0.4148480296134949
55765,1.0
55766,0.4245193898677826
55767,0.5312950611114502
55768,0.670819103717804
55769,0.4484143555164337
55770,0.39370670914649963
55771,0.5359641909599304
55772,0.5993457436561584
55773,0.7013459205627441
55774,0.6510269641876221
55775,0.6083753705024719
55776,0.3010806441307068
55777,0.3232348561286926
55778,0.6855130195617676
55779,0.6726593375205994
55780,0.4170909821987152
55781,0.5627110004425049
55782,0.35470643639564514
55783,0.2863459885120392
55784,0.5452330112457275
55785,0.4183093309402466
55786,0.27458611130714417
55787,0.2776579260826111
55788,0.4394567012786865
55789,0.447626531124115
55790,0.1947077214717865
55791,0.36385610699653625
55792,0.6656638979911804
55793,0.6061829924583435
55794,0.6970586180686951
55795,0.5538921356201172
55796,0.6465687155723572
55797,0.7398720979690552
55798,0.5351167917251587
55799,0.3897518515586853
55800,0.730086624622345
55801,0.3232029378414154
55802,0.619605541229248
55803,0.8100595474243164
55804,0.3470654785633087
55805,0.5853913426399231
55806,0.8048178553581238
55807,0.4997122287750244
55808,0.7161085605621338
55809,0.5297742486000061
55810,0.7629518508911133
55811,0.38635045289993286
55812,0.6740450263023376
55813,0.45192813873291016
55814,0.7471426725387573
55815,0.75937420129776
55816,0.6370450258255005
55817,0.27845680713653564
55818,0.4807489514350891
55819,0.6266046762466431
55820,0.4303886890411377
55821,0.652525782585144
55822,0.5552589893341064
55823,0.3800264298915863
55824,0.44368690252304077
55825,0.4093663990497589
55826,0.6426250338554382
55827,0.3255350589752197
55828,0.513712465763092
55829,0.5527999401092529
55830,0.14698350429534912
55831,0.7293154001235962
55832,0.28297972679138184
55833,0.5824576020240784
55834,0.7014763355255127
55835,0.7119593620300293
55836,0.5366367101669312
55837,0.5882058143615723
55838,0.340091347694397
55839,0.7832279801368713
55840,0.5917273163795471
55841,0.49199140071868896
55842,0.7411617040634155
55843,0.6225176453590393
55844,0.5368079543113708
55845,0.6207665205001831
55846,0.4817909002304077
55847,0.45779240131378174
55848,0.6566168069839478
55849,0.589992344379425
55850,0.3880719542503357
55851,0.4255225658416748
55852,0.38524019718170166
55853,0.5735684633255005
55854,0.5850401520729065
55855,0.3019639253616333
55856,0.4776214063167572
55857,0.47597095370292664
55858,0.7996565103530884
55859,0.4023725390434265
55860,0.7389023303985596
55861,0.2770982086658478
55862,0.4168424606323242
55863,0.410145103931427
55864,0.3942963480949402
55865,0.5649438500404358
55866,0.7311320900917053
55867,0.311840683221817
55868,0.640335738658905
55869,0.3220541179180145
55870,0.3047023117542267
55871,0.25711390376091003
55872,0.3087303340435028
55873,0.7719701528549194
55874,0.1493300199508667
55875,0.5915282964706421
55876,0.4266183078289032
55877,0.4461662769317627
55878,0.30405113101005554
55879,0.7856731414794922
55880,0.39412611722946167
55881,0.4940178096294403
55882,0.7852092981338501
55883,0.7621146440505981
55884,0.3690571188926697
55885,0.4613440930843353
55886,0.6497231721878052
55887,0.2991167902946472
55888,0.5979094505310059
55889,0.6825209856033325
55890,0.7467092871665955
55891,0.5963302254676819
55892,0.6262786984443665
55893,0.6703751683235168
55894,0.25020092725753784
55895,0.8208206295967102
55896,0.4494732618331909
55897,0.22960010170936584
55898,0.7323156595230103
55899,0.3313957750797272
55900,0.714367151260376
55901,0.3260832130908966
55902,0.4755687713623047
55903,0.576065719127655
55904,0.4277469515800476
55905,0.556081235408783
55906,0.7037434577941895
55907,0.3265911042690277
55908,0.41362255811691284
55909,0.3598968982696533
55910,0.3092106878757477
55911,0.23379766941070557
55912,0.3512168824672699
55913,0.3292798101902008
55914,0.28470340371131897
55915,0.37468647956848145
55916,0.5560075044631958
55917,0.5164376497268677
55918,0.697360634803772
55919,0.6598782539367676
55920,0.41385963559150696
55921,0.65692138671875
55922,0.2927829623222351
55923,0.6811391711235046
55924,0.14661717414855957
55925,0.23311346769332886
55926,0.6415552496910095
55927,0.26312488317489624
55928,0.6636670231819153
55929,0.5830561518669128
55930,0.7595998048782349
55931,0.5219635367393494
55932,0.4998326301574707
55933,0.6248127222061157
55934,0.39764320850372314
55935,0.7071852684020996
55936,0.4098986089229584
55937,0.4953839182853699
55938,0.6796826124191284
55939,0.7619105577468872
55940,0.32903337478637695
55941,0.7375032901763916
55942,0.334906667470932
55943,0.7115659713745117
55944,0.28966397047042847
55945,0.20142683386802673
55946,0.5730443596839905
55947,0.7600382566452026
55948,0.30001646280288696
55949,0.5198767185211182
55950,0.7144572138786316
55951,0.7345775365829468
55952,0.4913891851902008
55953,0.6034373641014099
55954,0.44851747155189514
55955,0.2352014183998108
55956,0.6149487495422363
55957,0.6994138956069946
55958,0.7583572864532471
55959,0.5095930695533752
55960,0.7601253390312195
55961,0.5429804921150208
55962,0.633284330368042
55963,0.31716281175613403
55964,0.6413350105285645
55965,0.3112848401069641
55966,0.6684589982032776
55967,0.20864591002464294
55968,0.48959192633628845
55969,0.692182719707489
55970,0.6647170186042786
55971,0.4621986746788025
55972,0.2642025351524353
55973,0.26517075300216675
55974,0.6463791728019714
55975,0.861354649066925
55976,0.43430253863334656
55977,0.32462266087532043
55978,0.3134410083293915
55979,0.24043577909469604
55980,0.7304219603538513
55981,0.7303255796432495
55982,0.4004632830619812
55983,0.49103039503097534
55984,0.6926212310791016
55985,0.7146594524383545
55986,0.5875567197799683
55987,0.8154536485671997
55988,0.40869903564453125
55989,0.5821169018745422
55990,0.5364411473274231
55991,0.48594117164611816
55992,0.3236479163169861
55993,0.2709687352180481
55994,0.6181607246398926
55995,0.6519487500190735
55996,0.1965460479259491
55997,0.6133639216423035
55998,0.7412018179893494
55999,0.6818259358406067
56000,0.7008280754089355
56001,0.5156949162483215
56002,0.855260968208313
56003,0.6177417635917664
56004,0.5711737871170044
56005,0.4652329087257385
56006,0.7445081472396851
56007,0.3037756383419037
56008,0.7231161594390869
56009,0.6829197406768799
56010,0.40377333760261536
56011,0.3770257830619812
56012,0.6514165997505188
56013,0.12046259641647339
56014,0.5938044786453247
56015,0.41921254992485046
56016,0.6251677870750427
56017,0.2512868344783783
56018,0.2499825656414032
56019,0.6510592103004456
56020,0.6625292897224426
56021,0.654520571231842
56022,0.4663248658180237
56023,0.7283728122711182
56024,0.6388604044914246
56025,0.4978221356868744
56026,0.4288420081138611
56027,0.6738073229789734
56028,0.2848929464817047
56029,0.7297014594078064
56030,0.751691460609436
56031,0.698390543460846
56032,0.6956762671470642
56033,0.12733206152915955
56034,0.32169613242149353
56035,0.35393595695495605
56036,0.39952725172042847
56037,0.36223816871643066
56038,0.6731491088867188
56039,0.395196795463562
56040,0.283444344997406
56041,0.6279280781745911
56042,0.5499699115753174
56043,0.5422360301017761
56044,0.7166914343833923
56045,0.681475043296814
56046,0.09240037202835083
56047,0.6826598048210144
56048,0.3455790579319
56049,0.48710453510284424
56050,0.4495565891265869
56051,0.7310855388641357
56052,0.6118101477622986
56053,0.3372534215450287
56054,0.6466184258460999
56055,0.30575504899024963
56056,0.5844566226005554
56057,0.54515141248703
56058,0.39295727014541626
56059,0.32710030674934387
56060,0.2847195565700531
56061,0.522355318069458
56062,0.1832474172115326
56063,0.42287737131118774
56064,0.5158709287643433
56065,0.2729173004627228
56066,0.45340093970298767
56067,0.4285699725151062
56068,0.566289484500885
56069,0.7655839920043945
56070,0.7396275997161865
56071,0.6682248115539551
56072,0.6278036832809448
56073,0.5932127833366394
56074,0.3449859619140625
56075,0.6285512447357178
56076,0.4737430214881897
56077,0.7563566565513611
56078,0.42998412251472473
56079,0.41090255975723267
56080,0.21932458877563477
56081,0.4458969235420227
56082,0.6913439035415649
56083,0.5325947403907776
56084,0.6821933388710022
56085,0.7075356245040894
56086,0.4468463659286499
56087,0.6045531034469604
56088,0.7925692796707153
56089,0.6169673204421997
56090,0.45918983221054077
56091,0.5707269906997681
56092,0.702037513256073
56093,0.5268563628196716
56094,0.3424433171749115
56095,0.6858740448951721
56096,0.3239826261997223
56097,0.5592272281646729
56098,0.5853473544120789
56099,0.7389321327209473
56100,0.10877293348312378
56101,0.6870800852775574
56102,0.4814716577529907
56103,0.3866997957229614
56104,0.6892332434654236
56105,0.3722382187843323
56106,0.18310222029685974
56107,0.5087609887123108
56108,0.6369792222976685
56109,0.8284014463424683
56110,0.6600961685180664
56111,0.5901197791099548
56112,0.3801184296607971
56113,0.28691571950912476
56114,0.12221166491508484
56115,0.41751500964164734
56116,0.2460348904132843
56117,0.6532228589057922
56118,0.6371941566467285
56119,0.7052093148231506
56120,0.6916844248771667
56121,0.7282993197441101
56122,0.37815722823143005
56123,0.4378448724746704
56124,0.372087687253952
56125,0.7685759663581848
56126,0.6843459010124207
56127,0.6949044466018677
56128,0.5837458372116089
56129,0.35100796818733215
56130,0.40499347448349
56131,0.600904107093811
56132,0.3624665141105652
56133,0.47856664657592773
56134,0.3446517586708069
56135,0.6394128799438477
56136,0.2527987062931061
56137,0.27500006556510925
56138,0.394206702709198
56139,0.4708016812801361
56140,0.2687174677848816
56141,0.7658442258834839
56142,0.5051071047782898
56143,0.5726470947265625
56144,0.4648596942424774
56145,0.4545050859451294
56146,0.3933087885379791
56147,0.7271121740341187
56148,0.47216176986694336
56149,0.6915090084075928
56150,0.3225219249725342
56151,0.5563836097717285
56152,0.2954745292663574
56153,0.6998664736747742
56154,0.379830539226532
56155,0.42297065258026123
56156,0.29579105973243713
56157,0.7183587551116943
56158,0.4120420813560486
56159,0.5849310755729675
56160,0.5438905954360962
56161,0.7107192277908325
56162,0.3688752055168152
56163,0.7630411386489868
56164,0.2761169970035553
56165,0.3436250388622284
56166,0.5989669561386108
56167,0.3314814567565918
56168,0.6688749194145203
56169,0.6171892285346985
56170,0.3270629346370697
56171,0.2714236080646515
56172,0.6639035940170288
56173,0.8005052804946899
56174,0.31558194756507874
56175,0.8583444356918335
56176,0.37021782994270325
56177,0.6724753379821777
56178,0.5398780703544617
56179,0.7368374466896057
56180,0.3746722638607025
56181,0.4130801856517792
56182,0.7251949310302734
56183,0.686109721660614
56184,0.644343376159668
56185,0.3856896162033081
56186,0.6912186145782471
56187,0.4943206310272217
56188,0.4875282645225525
56189,0.48817014694213867
56190,0.28293877840042114
56191,0.48248201608657837
56192,0.24859464168548584
56193,0.5680220127105713
56194,0.34726518392562866
56195,0.49205735325813293
56196,0.6198388934135437
56197,0.579155445098877
56198,0.4769876003265381
56199,0.18507683277130127
56200,0.5186156034469604
56201,0.5916856527328491
56202,0.2363159954547882
56203,0.78827965259552
56204,0.35036492347717285
56205,0.7037900686264038
56206,0.7032467126846313
56207,0.30936533212661743
56208,0.6903377175331116
56209,0.6743435263633728
56210,0.6749235391616821
56211,0.6939034461975098
56212,0.7607823014259338
56213,0.6954335570335388
56214,0.6432865858078003
56215,0.3327414393424988
56216,0.7238682508468628
56217,0.7001113295555115
56218,0.6096706390380859
56219,0.7245052456855774
56220,0.8022279739379883
56221,0.33053550124168396
56222,0.7000179886817932
56223,0.3339190185070038
56224,0.2427290380001068
56225,0.4204895496368408
56226,0.6879709362983704
56227,0.27644333243370056
56228,0.44556355476379395
56229,0.24881288409233093
56230,0.4486471712589264
56231,0.6921836137771606
56232,0.32425084710121155
56233,0.4437565207481384
56234,0.2680726945400238
56235,0.6156712174415588
56236,0.7037216424942017
56237,0.5894333720207214
56238,0.39737024903297424
56239,0.48632556200027466
56240,0.22522321343421936
56241,0.7279390096664429
56242,0.4669787883758545
56243,0.5997030138969421
56244,0.7387735247612
56245,0.7819762229919434
56246,0.673336386680603
56247,0.33621737360954285
56248,0.6536861658096313
56249,0.7367398738861084
56250,0.7382643818855286
56251,0.7393099665641785
56252,0.6848285794258118
56253,0.6388425827026367
56254,0.5429847836494446
56255,0.6070647835731506
56256,0.39607566595077515
56257,0.5584439039230347
56258,0.25939133763313293
56259,0.6237766146659851
56260,0.8969860076904297
56261,0.47880280017852783
56262,0.7030715942382812
56263,0.5682628154754639
56264,0.7051279544830322
56265,0.6306615471839905
56266,0.5248283743858337
56267,0.3048243224620819
56268,0.6374078989028931
56269,0.25899508595466614
56270,0.4123055338859558
56271,0.6400332450866699
56272,0.6892327070236206
56273,0.7392565608024597
56274,0.8132355213165283
56275,0.3477259874343872
56276,0.7111549377441406
56277,0.7673372030258179
56278,0.6689264178276062
56279,0.24708569049835205
56280,0.5671175718307495
56281,0.6673287153244019
56282,0.7442402243614197
56283,0.8396328687667847
56284,0.4720456600189209
56285,0.4145233631134033
56286,0.421341210603714
56287,0.722923994064331
56288,0.3496517241001129
56289,0.6619349718093872
56290,0.40307536721229553
56291,0.30750736594200134
56292,0.6824541091918945
56293,0.5304930210113525
56294,0.7258680462837219
56295,0.5557060241699219
56296,0.6511929631233215
56297,0.65990149974823
56298,0.3146072328090668
56299,0.7174030542373657
56300,0.4094182252883911
56301,0.5719070434570312
56302,0.6849128603935242
56303,0.7791644334793091
56304,0.38702690601348877
56305,0.7265671491622925
56306,0.31979042291641235
56307,0.07991677522659302
56308,0.35172197222709656
56309,0.7231923341751099
56310,0.6999832987785339
56311,0.6660357117652893
56312,0.44241976737976074
56313,0.24269410967826843
56314,0.38884103298187256
56315,0.4186280369758606
56316,0.5854436159133911
56317,0.6381105184555054
56318,0.6721206903457642
56319,0.7539990544319153
56320,0.5311608910560608
56321,0.6441646814346313
56322,0.6300449967384338
56323,0.6651017069816589
56324,0.6687600612640381
56325,0.4985693097114563
56326,0.6566631197929382
56327,0.6410885453224182
56328,0.687915563583374
56329,0.6777501702308655
56330,0.4607301354408264
56331,0.5543670654296875
56332,0.4280072748661041
56333,0.7131175398826599
56334,0.44656461477279663
56335,0.5061581134796143
56336,0.32405996322631836
56337,0.7977917790412903
56338,0.2786310315132141
56339,0.4594416618347168
56340,0.5648775100708008
56341,0.5246151089668274
56342,0.35929813981056213
56343,0.6612499356269836
56344,0.7387917637825012
56345,0.6858507394790649
56346,0.47553619742393494
56347,0.26320376992225647
56348,0.17957183718681335
56349,0.801524817943573
56350,0.6438645124435425
56351,0.39159494638442993
56352,0.7307277917861938
56353,0.27034714818000793
56354,0.41402947902679443
56355,0.34117668867111206
56356,0.35542190074920654
56357,0.7043067216873169
56358,0.45254212617874146
56359,0.7440083026885986
56360,0.6957537531852722
56361,0.6673022508621216
56362,0.5457496643066406
56363,0.7047158479690552
56364,0.3537151515483856
56365,0.709905743598938
56366,0.4138484597206116
56367,0.7133031487464905
56368,0.27709025144577026
56369,0.4398593008518219
56370,0.6419399976730347
56371,0.20037433505058289
56372,0.6197586059570312
56373,0.6862056851387024
56374,0.7487102746963501
56375,0.08925116062164307
56376,0.7815290689468384
56377,0.4369177520275116
56378,0.7788372039794922
56379,0.5092991590499878
56380,0.3828636109828949
56381,0.4731755554676056
56382,0.7542957067489624
56383,0.72650146484375
56384,0.4413082003593445
56385,0.3413534164428711
56386,0.4599464535713196
56387,0.45845651626586914
56388,0.7488024830818176
56389,0.6917973756790161
56390,0.663811981678009
56391,0.7309776544570923
56392,0.31514862179756165
56393,0.4920863211154938
56394,0.771090030670166
56395,0.5926930904388428
56396,0.6849115490913391
56397,0.4700213074684143
56398,0.769024133682251
56399,0.5991525053977966
56400,0.7931404709815979
56401,0.5114890336990356
56402,0.7147092223167419
56403,0.4761624336242676
56404,0.3399799168109894
56405,0.632163405418396
56406,0.4273754060268402
56407,0.5871106386184692
56408,0.6200208067893982
56409,0.5951498746871948
56410,0.4627114534378052
56411,0.3934999108314514
56412,0.4099799692630768
56413,0.7601956725120544
56414,0.6741350889205933
56415,0.5631385445594788
56416,0.6071956753730774
56417,0.4611803889274597
56418,0.6563088297843933
56419,0.7742429375648499
56420,0.47454625368118286
56421,0.41361844539642334
56422,0.2916739881038666
56423,0.6324867606163025
56424,0.582112193107605
56425,0.6866293549537659
56426,0.5080637335777283
56427,0.7901528477668762
56428,0.5620291829109192
56429,0.3882201313972473
56430,0.524724543094635
56431,0.6665329933166504
56432,0.6960630416870117
56433,0.7687278985977173
56434,0.5133010745048523
56435,0.2224605679512024
56436,0.7304615378379822
56437,0.7438373565673828
56438,0.7031604051589966
56439,0.6695718765258789
56440,0.4633229076862335
56441,0.4917880892753601
56442,0.7506217360496521
56443,0.640606164932251
56444,0.759636402130127
56445,0.7334930300712585
56446,0.2425483763217926
56447,0.47155386209487915
56448,0.2317846417427063
56449,0.3696187734603882
56450,0.6561329364776611
56451,0.787596583366394
56452,0.49258953332901
56453,0.7190823554992676
56454,0.21625488996505737
56455,0.6345865726470947
56456,0.6964361667633057
56457,0.7557809948921204
56458,0.2847714424133301
56459,0.38123077154159546
56460,0.2728610336780548
56461,0.4199492931365967
56462,0.6570901274681091
56463,0.3135681748390198
56464,0.41174811124801636
56465,0.5485325455665588
56466,0.42736154794692993
56467,0.6843973994255066
56468,0.3833509087562561
56469,0.36770200729370117
56470,0.27693912386894226
56471,0.46537303924560547
56472,0.7575914263725281
56473,0.3473256826400757
56474,0.3705872893333435
56475,0.6972761154174805
56476,0.7029831409454346
56477,0.28495171666145325
56478,0.31320229172706604
56479,0.632640540599823
56480,0.2439001202583313
56481,0.24614131450653076
56482,0.34726566076278687
56483,0.4451335072517395
56484,0.5645381808280945
56485,0.695183515548706
56486,0.7018488645553589
56487,0.47722750902175903
56488,0.34210678935050964
56489,0.6182520985603333
56490,0.34425050020217896
56491,0.6217067241668701
56492,0.639667272567749
56493,0.737977921962738
56494,0.4246419668197632
56495,0.3892623782157898
56496,0.6897802352905273
56497,0.4792554974555969
56498,0.6628841757774353
56499,0.6988102197647095
56500,0.26416710019111633
56501,0.34286797046661377
56502,0.674972653388977
56503,0.24125289916992188
56504,0.6470327377319336
56505,0.416040301322937
56506,0.2221214771270752
56507,0.5456506013870239
56508,0.21321389079093933
56509,0.6017521023750305
56510,0.3389188349246979
56511,0.7235212922096252
56512,0.750267505645752
56513,0.7330962419509888
56514,0.6911073923110962
56515,0.5973750948905945
56516,0.3611351251602173
56517,0.5261039733886719
56518,0.6608803272247314
56519,0.6865018606185913
56520,0.3404863774776459
56521,0.21633145213127136
56522,0.41202566027641296
56523,0.45724818110466003
56524,0.7595509886741638
56525,0.6971465349197388
56526,0.2936067581176758
56527,0.45408356189727783
56528,0.5204355120658875
56529,0.7064465880393982
56530,0.54829341173172
56531,0.2819565236568451
56532,0.8306517004966736
56533,0.35267338156700134
56534,0.34389010071754456
56535,0.6726164817810059
56536,0.6914066076278687
56537,0.6186212301254272
56538,0.4823305308818817
56539,0.3680454194545746
56540,0.13824209570884705
56541,0.6052265167236328
56542,0.6323062181472778
56543,0.50877845287323
56544,0.33380237221717834
56545,0.6623079180717468
56546,0.4908238649368286
56547,0.6320520639419556
56548,0.37188583612442017
56549,0.6293748021125793
56550,0.7424644231796265
56551,0.7629202604293823
56552,0.5420984029769897
56553,0.7343835234642029
56554,0.48387420177459717
56555,0.43937942385673523
56556,0.7409851551055908
56557,0.5561583638191223
56558,0.5999706983566284
56559,0.30519673228263855
56560,0.3029329478740692
56561,0.32698947191238403
56562,0.3240494132041931
56563,0.48027580976486206
56564,0.36748021841049194
56565,0.30738866329193115
56566,0.5828147530555725
56567,0.12708860635757446
56568,0.7241230607032776
56569,0.4185652732849121
56570,0.8472672700881958
56571,0.21778002381324768
56572,0.6509819030761719
56573,0.7064970135688782
56574,0.6812418699264526
56575,0.4806847870349884
56576,0.12892138957977295
56577,0.3829013705253601
56578,0.353346586227417
56579,0.6413944363594055
56580,0.32736313343048096
56581,0.37421730160713196
56582,0.7103493809700012
56583,0.37097418308258057
56584,0.5329815149307251
56585,0.405939519405365
56586,0.6339877247810364
56587,0.6475178003311157
56588,0.30273982882499695
56589,0.2664927840232849
56590,0.5683194994926453
56591,0.6955289244651794
56592,0.18271377682685852
56593,0.1266840100288391
56594,0.3798605799674988
56595,0.43807587027549744
56596,0.33812958002090454
56597,0.7268174290657043
56598,0.5339506268501282
56599,0.4001075029373169
56600,0.6311904788017273
56601,0.7085514068603516
56602,0.5965962409973145
56603,0.4059825539588928
56604,0.32311660051345825
56605,0.581615686416626
56606,0.26333606243133545
56607,0.7460245490074158
56608,0.23161333799362183
56609,0.22286909818649292
56610,0.6234095692634583
56611,0.5365265607833862
56612,0.731355607509613
56613,0.6054796576499939
56614,0.13690534234046936
56615,0.422094464302063
56616,0.6286810636520386
56617,0.4148807227611542
56618,0.5784568190574646
56619,0.32173261046409607
56620,0.6629573106765747
56621,0.6810141801834106
56622,0.8371098637580872
56623,0.7277202606201172
56624,0.44080275297164917
56625,0.328579306602478
56626,0.7465876340866089
56627,0.2301672101020813
56628,0.6953752040863037
56629,0.29197561740875244
56630,0.672235906124115
56631,0.7177739143371582
56632,0.34179842472076416
56633,0.7015896439552307
56634,0.3205772638320923
56635,0.36951571702957153
56636,0.3347805142402649
56637,0.4488273859024048
56638,0.5573845505714417
56639,0.5493725538253784
56640,0.6570263504981995
56641,0.5053809285163879
56642,0.6683996915817261
56643,0.7341938614845276
56644,0.642496645450592
56645,0.759256899356842
56646,0.8051939010620117
56647,0.6928454637527466
56648,0.6633878946304321
56649,0.44415658712387085
56650,0.628632664680481
56651,0.5998439788818359
56652,0.4938797354698181
56653,0.3236585259437561
56654,0.4547482132911682
56655,0.7661669254302979
56656,0.5363793969154358
56657,0.3137243986129761
56658,0.33453911542892456
56659,0.6575721502304077
56660,0.8291372060775757
56661,0.7158508896827698
56662,0.5198948383331299
56663,0.6885009407997131
56664,0.7215086817741394
56665,0.4545268714427948
56666,0.4569571614265442
56667,0.6009960770606995
56668,0.6090341210365295
56669,0.5526175498962402
56670,0.41592225432395935
56671,0.3387150466442108
56672,0.6422096490859985
56673,0.5666000247001648
56674,0.7041813731193542
56675,0.605186402797699
56676,0.6538962125778198
56677,0.7060425281524658
56678,0.21136325597763062
56679,0.31945112347602844
56680,0.31428349018096924
56681,0.4784179627895355
56682,0.2507699728012085
56683,0.29362717270851135
56684,0.6010791063308716
56685,0.37725013494491577
56686,0.7747380137443542
56687,0.6205002665519714
56688,0.38556432723999023
56689,0.4047639071941376
56690,0.43582117557525635
56691,0.39901840686798096
56692,0.22666171193122864
56693,0.5876191854476929
56694,0.17828068137168884
56695,0.5162957310676575
56696,0.6940018534660339
56697,0.3900637626647949
56698,0.3287704885005951
56699,0.3435257077217102
56700,0.2804774045944214
56701,0.6414036154747009
56702,0.7139695286750793
56703,0.5547208189964294
56704,0.698853611946106
56705,0.3611934185028076
56706,0.6836720705032349
56707,0.3475257456302643
56708,0.43865078687667847
56709,0.5696688890457153
56710,0.7328160405158997
56711,0.4782935082912445
56712,0.806598424911499
56713,0.34070852398872375
56714,0.5728368759155273
56715,0.3404785990715027
56716,0.17813056707382202
56717,0.7172762155532837
56718,0.24291756749153137
56719,0.6077718138694763
56720,0.24472501873970032
56721,0.2569436728954315
56722,0.7258574962615967
56723,0.2814258337020874
56724,0.2946605980396271
56725,0.344301700592041
56726,0.2500680983066559
56727,0.6912461519241333
56728,0.2995402216911316
56729,0.6837176084518433
56730,0.7588542103767395
56731,0.38705646991729736
56732,0.5120149254798889
56733,0.6118050813674927
56734,0.6746600270271301
56735,0.7378921508789062
56736,0.4268563985824585
56737,0.4079866409301758
56738,0.3657628893852234
56739,0.7822293639183044
56740,0.35603809356689453
56741,0.642395555973053
56742,0.2443901002407074
56743,0.5707042217254639
56744,0.5644325613975525
56745,0.5869874954223633
56746,0.5336992740631104
56747,0.7224148511886597
56748,0.438449501991272
56749,0.30965572595596313
56750,0.34076249599456787
56751,0.698472797870636
56752,0.8128340244293213
56753,0.7850251793861389
56754,0.6218138933181763
56755,0.2535077929496765
56756,0.3567955791950226
56757,0.7307000756263733
56758,0.2658340036869049
56759,0.35384833812713623
56760,0.2354000210762024
56761,0.30355554819107056
56762,0.6800621151924133
56763,0.7278660535812378
56764,0.45689696073532104
56765,0.2938503623008728
56766,0.23309406638145447
56767,0.47310686111450195
56768,0.39203131198883057
56769,0.628662109375
56770,0.8114257454872131
56771,0.35146984457969666
